0.1,0.0228136882
0.15,0.0694736842
0.2,0.1042105263
0.25,0.1505263158
0.3,0.1968421053
0.35,0.2547368421
0.4,0.3010526316
0.45,0.3705263158
0.5,0.4284210526
0.55,0.4978947368
0.6,0.5789473684
0.65,0.66
0.7,0.7526315789
0.75,0.8336842105
0.8,0.9378947368
0.85,1.0305263158
0.9,1.1347368421
0.95,1.3663157895
1,1.4936842105
1.05,1.6210526316
1.1,1.76
1.15,1.9221052632
1.2,2.0842105263
1.25,2.2810526316
1.3,2.4894736842
1.35,2.7326315789
1.4,3.0105263158
1.45,3.3
1.5,3.5663157895
1.55,3.8210526316
1.6,4.0642105263
1.65,4.3189473684
1.7,4.3189473684
