0,0
0.05,17.059828
0.1,25.634971
0.15,31.338354
0.2,35.778997
0.25,39.602124
0.3,43.123143
0.35,46.520439
0.4,49.908177
0.45,53.368284
0.5,56.966318
0.55,60.760271
0.6,64.806105
0.65,69.161803
0.7,73.890922
0.75,79.066315
0.8,84.774676
0.85,91.122722
0.9,98.246299
0.95,106.324591
1,115.603417
1.05,126.435124
1.1,139.349759
1.15,155.187082
1.2,175.350538
1.25,202.312017
1.3,240.640455
1.35,299.118027
1.4,394.993386
1.45,561.726177
1.5,859.328763
1.55,1375.466888
1.6,2191.246914
1.65,3328.145908
1.7,4760.506172
1.75,6535.339449
1.8,8788.970657
1.85,11670.804347
1.9,15385.186211
1.95,20246.553031
2,26995.131141
2.05,38724.496369
2.1,64917.284463
2.15,101489.309338
2.2,137202.828961
2.25,176835.706764
2.3,216374.283
