0,0
0.05,15.120714
0.1,22.718292
0.15,27.842733
0.2,31.871434
0.25,35.365044
0.3,38.600588
0.35,41.736202
0.4,44.873979
0.45,48.087807
0.5,51.437236
0.55,54.975221
0.6,58.752993
0.65,62.823644
0.7,67.245285
0.75,72.084406
0.8,77.4201
0.85,83.350021
0.9,89.999612
0.95,97.537353
1,106.201406
1.05,116.348464
1.1,128.547329
1.15,143.765431
1.2,163.754169
1.25,191.868158
1.3,234.833507
1.35,306.509769
1.4,435.255202
1.45,674.911968
1.5,1108.325569
1.55,1813.085468
1.6,2801.217421
1.65,4053.653117
1.7,5591.10689
1.75,7448.318413
1.8,9708.81567
1.85,12486.931615
1.9,16041.483644
1.95,21249.420624
2,31313.495878
2.05,53589.446877
2.1,88477.484601
2.15,124329.41054
2.2,159968.5693
2.25,197751.604272
2.3,234024.751
