0.1,0.046799117
0.15,0.1286975717
0.2,0.2222958057
0.25,0.3041942605
0.3,0.3977924945
0.35,0.4913907285
0.4,0.5966887417
0.45,0.701986755
0.5,0.8306843267
0.55,0.9593818985
0.6,1.0997792494
0.65,1.2401766004
0.7,1.3922737307
0.75,1.5560706402
0.8,1.7198675497
0.85,1.8836644592
0.9,2.0591611479
0.95,3.0887417219
1,3.3227373068
1.05,3.5801324503
1.1,3.8609271523
1.15,4.1651214128
1.2,4.5161147903
1.25,4.8905077263
1.3,5.3
1.35,5.7328918322
1.4,6.1774834437
1.45,6.5752759382
1.5,6.9496688742
1.55,6.9496688742
1.6,6.9496688742
1.65,6.9496688742
1.7,6.9496688742
