0.1,0.0228136882
0.15,0.06875
0.2,0.1145833333
0.25,0.1604166667
0.3,0.20625
0.35,0.2635416667
0.4,0.3208333333
0.45,0.378125
0.5,0.446875
0.55,0.5270833333
0.6,0.5958333333
0.65,0.6875
0.7,0.7791666667
0.75,0.8708333333
0.8,0.9625
0.85,1.065625
0.9,1.1802083333
0.95,1.409375
1,1.5354166667
1.05,1.6614583333
1.1,1.8104166667
1.15,1.959375
1.2,2.13125
1.25,2.3145833333
1.3,2.5208333333
1.35,2.7614583333
1.4,3.025
1.45,3.3
1.5,3.5520833333
1.55,3.8041666667
1.6,4.0677083333
1.65,4.3427083333
1.7,4.3427083333
